N1;N314;N279;N312;D1806;D1801;N345;D1811;D1812;D1802;D1803;N18;N133;N346_old;D3_1;N350;D3;N134;N347;N138;N139;N559;N560;N561;N562;N1_1;D1804;N557;D40;D41;N314_2;N346;N459;N10;D3101;D3217;N1002;D1752;N279_1;N1128;N1030;N14;N1_2;D40_2;D41_2;N1158;D428;N279_2;D3_2;D09;N1626;N269_1;N269_2;D85;D306;N279_3;IsMerge;IsDouble;FID_Entity;N2043;N2047;RC;RN;D428_1;N2218;FID_Filial_no_head;N2260;SYNC;D85_SYNC;D85_TCUN;D428_1P
550;707;8601;1;False;;;True;True;;;ИЧП "ВЕРБА";False;;;False; ;8601003346;;271  40391;;True;False;False;False;0;;False;30.06.1992 0:00:00;;707;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
551;303;8601;1;False;;86;True;True;;;ООО "АКСАМИТ";False;;860101001;False;860101001;8601003353;08.07.1999 0:00:00;83467333268; ;True;False;False;False;0;;False;24.06.1992 0:00:00;;303;0014041;;;;False;1028600514491;;8601;18.12.2002 0:00:00;;86038;103436;24.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.02.2018 12:01:00;;0;0;3784745;1;;;;1178;;;1;1;16.02.2018 12:00:00;24.02.2015 0:00:00;1178
552;261;8601;1;False;;;True;True;;;АООТ "ОЛАНГ ХАТЛ";False;;;False;860101010;8601003360;;225404;;True;False;False;False;0;;False;09.06.1993 0:00:00;07.06.2017 14:18:00;261;;;;;False;;;8601;;;;;09.06.1993 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
553;1185700;8601;1;False;;86;True;True;;;АДМИНИСТРАЦИЯ ГОРОДА ХАНТЫ-МАНСИЙСКА;False;;860101001;False;860101001;8601003378;06.03.2009 0:00:00;3467330711;52305;True;False;False;False;0;;False;21.03.1997 0:00:00;;1185700;001766271;;;;False;1028600511488;;8601;20.11.2002 0:00:00;;86038;103436;30.12.1991 0:00:00;;True;0;8601;860101001;1;;0;382;11.07.2007 19:06:00;09.01.2018 10:47:00;;0;0;3774065;1;;;;1178;;;1;1;27.10.2017 5:33:00;24.02.2015 0:00:00;1178
554;302;8601;1;False;;;True;True;;;ТОО "ИМПУЛЬС";False;;;False;860101010;8601003385;;271  42225;;True;False;False;False;0;;False;22.02.1994 0:00:00;07.06.2017 14:18:00;302;;;;;False;;;8601;;;;;22.02.1994 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
555;687;8601;1;False;;;True;True;;;ТОО СТРОИТЕЛЬНАЯ ФИРМА "СИБИРЬ-2";False;;;False;860101010;8601003392;;271;;False;False;False;False;0;;False;13.09.1994 0:00:00;30.12.2011 0:00:00;687;;;;;False;1118601004004;30.12.2011 0:00:00;8601;30.12.2011 0:00:00;;86025;7849;13.09.1994 0:00:00;30.12.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:55:00;;0;0;;;;;;;;;0;;;;
556;695;8601;1;False;;;True;True;;;АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА "ТЕХНОСВЯЗЬ";False;;;False;860101001;8601003402;;34671 34671;92119;False;False;False;False;0;;False;12.05.1994 0:00:00;20.10.2006 0:00:00;695;;;;;False;1068601012270;;8601;18.10.2006 0:00:00;;86025;7849;12.05.1994 0:00:00;20.10.2006 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;115887;3;1;;;;;;;;;;
557;162;8601;1;False;;;True;False;;;ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ Х-МАНСИЙСКА;False;;;False;860101001;8601003410;;271  33617; ;True;False;False;False;0;;False;15.03.2004 0:00:00;;162;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;02.09.2014 12:13:00;;0;0;;;;;;;;;1;;;;
558;423;8601;1;False;;86;True;True;;;ПК "ЛАД";False;;860101001;False;860101001;8601003427;05.03.2010 0:00:00;3467121612;;True;False;False;False;0;;False;30.06.1991 0:00:00;;423;001833250;;;;False;1028600508265;;8601;26.08.2002 0:00:00;;86025;7849;30.06.1991 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;15.01.2018 16:42:00;;0;0;3923314;1;;;;1178;;;1;1;11.02.2017 0:25:00;24.02.2015 0:00:00;1178
559;708;8601;1;False;;;True;True;;;ИЧП "БЕЗРУКОВ И К";False;;;False;860101010;8601003434;;271  36405; ;False;False;False;False;0;;False;31.12.1992 0:00:00;24.11.2006 0:00:00;708;;;;;False;1068601013117;;8601;24.11.2006 0:00:00;;86025;7849;31.12.1992 0:00:00;24.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
560;683;8601;1;False;;;True;True;;;ТОО "ИНСЕРВИС";False;;;False;860101010;8601003459;; ; ;True;False;False;False;0;;False;07.12.1992 0:00:00;07.06.2017 14:18:00;683;;;;;False;;;8601;;;;;07.12.1992 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;18.02.2016 15:02:00;;0;0;;;;;;;;;1;;;;
561;686;8601;1;False;;;True;True;;;КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО БЕЛКИНА "УАЗ";False;;;False;         ;8601003466;;271  94423;;True;False;False;False;0;;False;30.06.1992 0:00:00;;686;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
562;190;8601;1;False;;86;True;True;;;ООО "ГРАНИТ";False;;860101001;False;860101001;8601003473;05.12.2007 0:00:00;271  94312; ;True;False;False;False;0;;False;05.04.1993 0:00:00;;190;001648247;;;;False;1028600515954;;8601;26.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;17.01.2018 20:54:00;;0;0;3884162;1;;;;1178;;;1;1;16.08.2017 16:04:00;24.02.2015 0:00:00;1178
563;6125691;8601;1;False;;86;True;True;;;АУ "ОКРУЖНОЙ ДОМ НАРОДНОГО ТВОРЧЕСТВА";False;;860101001;False;860101001;8601003480;15.08.2012 0:00:00;34671 34671;43556;True;False;False;False;0;;False;28.02.1991 0:00:00;;6125691;001969102;;;;False;1028600516383;;8601;27.12.2002 0:00:00;;86038;103436;28.02.1991 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.01.2018 12:11:00;;0;0;3884538;1;;;;1178;;;1;1;08.04.2017 0:09:00;24.02.2015 0:00:00;1178
564;680;8601;1;False;;;True;True;;;ТОО ФИРМА "СВЕТЛАНА";False;;;False;860101010;8601003498;;271  34519;;False;False;False;False;0;;False;23.09.1994 0:00:00;04.05.2012 0:00:00;680;;;;;False;1128601001594;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;23.09.1994 0:00:00;04.05.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:02:00;;0;0;;;;;;;;;0;;;;
565;306;8601;1;False;;;True;True;;;МП "Х-МАНСИЙСКТЕПЛОГАЗ";False;;;False;860101010;8601003515;;271  41304;;False;False;False;False;0;;False;30.11.1991 0:00:00;04.05.2012 0:00:00;306;;;;;False;1128601001605;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;30.11.1991 0:00:00;04.05.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:02:00;;0;0;;;;;;;;;0;;;;
566;713;8601;1;False;;;True;True;;;ИЧФ "МАРДАНЯН И Н";False;;;False;860101010;8601003522;; ; ;True;False;False;False;0;;False;03.10.1994 0:00:00;07.06.2017 14:18:00;713;;;;;False;;;8601;;;;;03.10.1994 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
567;725;0   ;1;False;;;True;False;;;ФИЛИАЛ АУДИТОРСКОЙ КОМПАНИИ "АУДИТ-АЖУР";False;;;False;         ;8601003530;;271  42717;;True;False;False;False;0;;False;06.10.1994 0:00:00;;725;;;;;False;;;0   ;;;;;06.10.1994 0:00:00;;True;0;0   ;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
568;671;8601;1;False;;86;True;True;;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПАЛЬМИРА";False;;;False;860101001;8601003547;14.07.1999 0:00:00; ; ;False;False;False;False;0;;False;21.10.1994 0:00:00;06.04.2012 0:00:00;671;0014068;;;;False;1128601001253;06.04.2012 0:00:00;8601;06.04.2012 0:00:00;;86025;7849;21.10.1994 0:00:00;06.04.2012 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:02:00;;0;0;683929;3;1;;;;;;0;;;;
569;558;8601;1;False;;;True;True;;;ТОО "НАДЕЖДА";False;;;False;         ;8601003554;;271  43194;;True;False;False;False;0;;False;30.06.1992 0:00:00;;558;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
570;701;8601;1;False;;;True;True;;;ТОО ПКФ "ИНКРУСТИЦА";False;;;False;860101010;8601003561;;271  41415; ;True;False;False;False;0;;False;30.06.1992 0:00:00;07.06.2017 16:03:00;701;;;;;False;;;8601;;;;;30.06.1992 0:00:00;07.06.2017 16:03:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
571;628;0   ;1;False;;;True;False;;;ФИЛИАЛ АОЗТ "АМПЕР";False;;;False;         ;8601003586;;271  34924;;True;False;False;False;0;;False;20.06.1994 0:00:00;;628;;;;;False;;;0   ;;;;;20.06.1994 0:00:00;;True;0;0   ;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
572;629;8601;1;False;;;True;True;;;ТОО "СТИМУЛ";False;;;False;860101010;8601003593;;271  41176;;False;False;False;False;0;;False;12.05.1994 0:00:00;04.05.2012 0:00:00;629;;;;;False;1128601001650;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;12.05.1994 0:00:00;04.05.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:02:00;;0;0;;;;;;;;;0;;;;
573;689;8601;1;False;;86;True;True;;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФИРМА  ЭЛЕКТРОСЕРВИС";False;;;False;860101001;8601003603;04.08.1999 0:00:00;34671 34671;29858;False;False;False;False;0;;False;15.12.2004 0:00:00;30.12.2011 0:00:00;689;0014124;;;;False;1048600009589;30.12.2011 0:00:00;8601;15.12.2004 0:00:00;;86025;7849;12.10.1994 0:00:00;30.12.2011 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:55:00;;0;0;1274379;3;1;;;;;;0;;;;
574;566;8601;1;False;;;True;True;;;ИЧП "СВ";False;;;False;         ;8601003610;;271  40300;;True;False;False;False;0;;False;30.06.1992 0:00:00;;566;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
575;278;8601;1;False;;86;True;True;;;ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА;False;;;False;860101001;8601003628;16.06.2003 0:00:00;34671 34671;30738;False;False;False;False;0;;False;05.06.2003 0:00:00;31.12.2003 0:00:00;278;00816727;;;;False;1038600003078;30.12.2003 15:45:00;8601;05.06.2003 0:00:00;;86025;7849;05.06.2003 0:00:00;31.12.2003 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;6282670;3;1;;;;;;;;;;
576;289;8601;1;False;;;False;True;;;ТОО ФИРМА "КОРСАР";False;;;False;860101010;8601003635;;271  40995;;False;False;False;False;0;;False;14.12.1993 0:00:00;03.02.1998 0:00:00;289;;;;;False;;;8601;;;;;14.12.1993 0:00:00;03.02.1998 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
577;688;8601;1;False;;86;True;True;;;ЗАО "ЮКОС-ГЕО";False;;860101001;False;860101001;8601003642;18.04.2002 0:00:00;34671 34671;31621;False;False;False;False;0;;False;12.08.1998 0:00:00;16.06.2017 0:00:00;688;00827201;;;;False;1028600510256;;8601;30.10.2002 0:00:00;16.06.2017 0:00:00;86038;103436;30.06.1992 0:00:00;16.06.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.06.2017 21:04:00;;0;0;3773217;1;;;;1178;;;1;1;16.06.2017 21:04:00;24.02.2015 0:00:00;1178
578;134;8601;1;False;;;True;True;;;МП "РЕМБЫТТЕХНИКА";False;;;False;         ;8601003650;;271  33242;;True;False;False;False;0;;False;30.06.1992 0:00:00;;134;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
579;515;8601;1;False;;;True;True;;;ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА "КОМБИ";False;;;False;;8601003667;;34691 34691;40910;False;False;False;False;0;;False;26.07.2002 0:00:00;31.12.2002 0:00:00;515;;;;;False;1028600507462;;8601;26.07.2002 0:00:00;;86025;7849;15.05.1992 0:00:00;31.12.2002 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;15.09.2017 11:04:00;;0;0;3922746;3;1;;;;;;;;;;
580;221;8601;1;False;;;True;True;;;МНУ КСК "ДРУЖБА";False;;;False;         ;8601003674;;271  31877;;True;False;False;False;0;;False;30.06.1992 0:00:00;;221;;;;;False;;;8601;;;;;10.10.1991 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
581;148;8601;1;False;;;True;True;;;ООО "РЕЧНИК";False;;860101001;False;860101001;8601003681;;271  93592;;False;False;False;False;0;;False;30.11.1990 0:00:00;15.09.2017 0:00:00;148;;;;;False;1178617016555;;8601;15.09.2017 0:00:00;15.09.2017 0:00:00;86038;103436;30.11.1990 0:00:00;15.09.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;15.09.2017 12:02:00;;0;0;8637749;2;;;;1177;;;1;1;15.09.2017 12:02:00;10.12.2014 0:00:00;1177
582;194;8601;1;False;;;True;True;;;ПК "ИРТЫШ";False;;;False;860101010;8601003699;;271  36041; ;False;False;False;False;0;;False;10.02.1991 0:00:00;13.03.2007 0:00:00;194;;;;;False;1078601000763;;8601;13.03.2007 0:00:00;;86025;7849;10.02.1991 0:00:00;13.03.2007 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
583;622;8601;1;False;;;True;True;;;ТОО ФИРМА "ПРИЧАЛ";False;;;False;         ;8601003709;;271  42179;;True;False;False;False;0;;False;30.06.1992 0:00:00;;622;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
584;189;8601;1;False;;;True;True;;;ООО ФИРМА "МАГИСТРАЛЬ";False;;;False;         ;8601003716;;271  42179;;True;False;False;False;0;;False;30.06.1992 0:00:00;;189;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
585;255;8601;1;False;;;True;True;;;МАЛОЕ СЕМЕЙНОЕ ПРЕДПРИЯТИЕ "КАМА-СЕРВИС";False;;;False;860101010;8601003723;;271  34221;;True;False;False;False;0;;False;19.08.1992 0:00:00;07.06.2017 14:18:00;255;;;;;False;;;8601;;;;;19.08.1992 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
586;704;0   ;1;False;;;True;False;;;ФИЛИАЛ МП "ГОНЧАР";False;;;False;         ;8601003730;;271  40831;;True;False;False;False;0;;False;18.10.1994 0:00:00;;704;;;;;False;;;0   ;;;;;18.10.1994 0:00:00;;True;0;0   ;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
587;943;8601;1;False;;;True;True;;;ТОО "СИБИРЬ";False;;;False;         ;8601003748;;271  34505;;True;False;False;False;0;;False;30.06.1992 0:00:00;;943;;;;;False;;;8601;;;;;13.10.1991 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
588;137;8601;1;False;;86;True;True;;;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ "КНИГИ";False;;;False;860101001;8601003755;27.12.1999 0:00:00;271 271;31380;False;False;False;False;0;;False;03.09.2002 0:00:00;10.07.2003 0:00:00;137;0014383;;;;False;1028600508309;18.07.2003 13:53:00;8601;03.09.2002 0:00:00;;86025;7849;03.09.2002 0:00:00;10.07.2003 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;3923339;3;1;;;;;;;;;;
589;262;8601;1;False;;;True;True;;;МП "ВОДОЛЕЙ";False;;;False; ;8601003762;;271  92207;;True;False;False;False;0;;False;30.06.1992 0:00:00;;262;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
590;1174681;8601;1;False;;86;True;True;;;ООО "СИБИРСКИЙ ПРИВОЗ";False;;860101001;False;860101001;8601003787;12.07.2000 0:00:00;3467330707;30707;True;False;False;False;0;;False;16.11.1991 0:00:00;;1174681;00212040;;;;False;1028600516933;;8601;30.12.2002 0:00:00;;86038;103436;16.11.1991 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;18.01.2018 16:07:00;;0;0;3885060;1;;;;1178;;;1;1;27.12.2016 8:49:00;24.02.2015 0:00:00;1178
591;234;8601;1;False;;86;True;True;;;ООО "ОМИЧ";False;;860101001;False;860101001;8601003794;27.07.1999 0:00:00;34671 34671;93656;True;False;False;False;0;;False;24.02.2000 0:00:00;;234;0014098;;;;False;1028600512797;;8601;03.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;24.01.2018 11:23:00;;0;0;3783216;1;;;;1178;;;1;1;24.01.2018 11:23:00;24.02.2015 0:00:00;1178
592;656;8601;1;False;;86;True;True;;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОНИКС";False;;;False;860101001;8601003804;19.07.1999 0:00:00;34671 34671;21200;False;False;False;False;0;;False;11.12.2002 0:00:00;07.04.2003 0:00:00;656;0014077;;;;False;1028600513633;07.04.2003 14:32:00;8601;11.12.2002 0:00:00;;86025;7849;11.12.2002 0:00:00;07.04.2003 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;3783971;3;1;;;;;;;;;;
593;7103952;8601;1;False;;86;True;True;;;ООО ФИРМА "РЕЧНИК";False;;860101001;False;860101001;8601003811;22.03.2000 0:00:00;90281 49259;-;True;False;False;False;0;;False;12.08.2002 0:00:00;;7103952;0033160;;;;False;1028600514898;;8601;21.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.01.2018 9:51:00;;0;0;3883197;1;;;;1178;;;1;1;12.07.2017 16:55:00;24.02.2015 0:00:00;1178
595;1078;8601;1;False;;;True;True;;;ОПХ "ХАНТЫ-МАНСИЙСКОЕ";False;;;False;         ;8601003836;;271  36951;;True;False;False;False;0;;False;30.06.1992 0:00:00;;1078;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
596;133;8601;1;False;;;True;True;;;ТОО "РЕСУРС";False;;;False;860101010;8601003843;;271  31317;;False;False;False;False;0;;False;06.12.1991 0:00:00;15.03.2007 0:00:00;133;;;;;False;1078601000840;;8601;15.03.2007 0:00:00;;86025;7849;06.12.1991 0:00:00;15.03.2007 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
597;389;8601;1;False;;;True;True;;;ИЧП "АЛЕМАКС";False;;;False;860101010;8601003850;;271  32008; ;False;False;False;False;0;;False;28.02.1993 0:00:00;27.11.2006 0:00:00;389;;;;;False;1068601013172;;8601;27.11.2006 0:00:00;;86025;7849;28.02.1993 0:00:00;27.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
598;692;8601;1;False;;86;True;True;;;ООО "ЭКО";False;;860101001;False;860101001;8601003868;03.09.2013 0:00:00;- -;-;True;False;False;False;0;;False;16.05.1997 0:00:00;;692;002385484;;;;False;1028600514909;;8601;21.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;10.01.2018 10:47:00;;0;0;3883204;1;;;;1178;;;1;1;09.11.2017 15:00:00;24.02.2015 0:00:00;1178
599;710;8601;1;False;;;True;True;;;ИЧП "ГОРИЗОНТ";False;;;False;860101010;8601003875;; ; ;False;False;False;False;0;;False;20.10.1994 0:00:00;02.11.2006 0:00:00;710;;;;;False;1068601012523;;8601;02.11.2006 0:00:00;;86025;7849;20.10.1994 0:00:00;02.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
600;156;8601;1;False;;86;True;True;;;УЧРЕЖДЕНИЕ КОМИТЕТ ПО ВОПРОСАМ  КУЛЬТУРЫ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  ГОРОД  ОКРУЖНОГО ЗНАЧЕНИЯ ХАНТЫ-МАНСИЙСК;False;;;False;860101001;8601003882;30.06.2003 0:00:00;271  31585;271  42080;False;False;False;False;0;;False;13.09.2002 0:00:00;15.01.2007 0:00:00;156;00816898;;;;False;1028600514315;;8601;17.12.2002 0:00:00;;86025;7849;13.11.1993 0:00:00;15.01.2007 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;3784584;3;1;;;;;;;;;;
601;597;8601;1;False;;;True;True;;;ОАО ФИК "ЮГРА";False;;;False;         ;8601003890;;271  42785;;True;False;False;False;0;;False;30.06.1992 0:00:00;;597;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
602;614;8601;1;False;;;True;True;;;АОЗТ "СЕВЕРРЕЧТОРГ";False;;;False;860101010;8601003900;;271  43225;;False;False;False;False;0;;False;26.04.1994 0:00:00;30.12.2011 0:00:00;614;;;;;False;1118601003949;30.12.2011 0:00:00;8601;30.12.2011 0:00:00;;86025;7849;26.04.1994 0:00:00;30.12.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:57:00;;0;0;;;;;;;;;0;;;;
603;6211899;8601;1;False;;86;True;True;;;ДЕПИМУЩЕСТВА ЮГРЫ;False;;860101001;False;860101001;8601003917;29.06.2010 0:00:00;34671 92263;30903;True;False;False;False;0;;False;01.01.1990 0:00:00;;6211899;001836998;;;;False;1038600002275;;8601;17.04.2003 0:00:00;;86038;103436;02.01.1954 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;23.02.2018 6:38:00;;0;0;6282546;1;;;;1178;;;1;1;23.02.2018 5:52:00;24.02.2015 0:00:00;1178
604;589;8601;1;False;;;True;True;;;АООТ "УВАС";False;;;False;860101010;8601003924;;271  34440;;False;False;False;False;0;;False;15.10.1994 0:00:00;11.08.2014 0:00:00;589;;;;;False;1118601003916;30.12.2011 0:00:00;8601;30.12.2011 0:00:00;;86025;7849;15.10.1994 0:00:00;11.08.2014 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:58:00;;0;0;7371719;2;;;;;;;0;;;;
605;2031265;8601;1;False;;86;True;True;;;БУ "Объединенная редакция национальных газет "Ханты ясанг" и "Луима сэрипос";False;;860101001;False;860101001;8601003931;08.02.2012 0:00:00;(34671)33682;271  33682;True;False;False;False;0;;False;30.12.1991 0:00:00;;2031265;001965125;;;;False;1028600516922;;8601;30.12.2002 0:00:00;;86038;103436;30.12.1991 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;17.01.2018 20:41:00;;0;0;3885051;1;;;;1178;;;1;1;03.08.2017 3:14:00;10.12.2014 0:00:00;1178
606;579;8601;1;False;;;True;True;;;ПРЕДПРИЯТИЕ "АГАТ";False;;;False;860101010;8601003949;;271  41902;;False;False;False;False;0;;False;02.02.1993 0:00:00;20.10.2011 0:00:00;579;;;;;False;1118601002684;20.10.2011 0:00:00;8601;20.10.2011 0:00:00;;86025;7849;02.02.1993 0:00:00;20.10.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:17:00;;0;0;;;;;;;;;0;;;;
607;427;8601;1;False;;;True;True;;;АОЗТ "СЕВЕР-ИНКОМ";False;;;False;860101010;8601003956;;271  33338; ;False;False;False;False;0;;False;30.09.1993 0:00:00;04.05.2012 0:00:00;427;;;;;False;1128601001627;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;30.09.1993 0:00:00;04.05.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:03:00;;0;0;;;;;;;;;0;;;;
608;693;8601;1;False;;86;True;True;;;Депэкономики  Югры;False;;860101001;False;860101001;8601003963;18.08.2010 0:00:00;3467 341301;392102;True;False;False;False;0;;False;24.12.2002 0:00:00;;693;001837566;;;;False;1028600515470;;8601;24.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;1;;0;382;11.07.2007 19:06:00;09.01.2018 9:49:00;;0;0;3883696;1;;;;1177;;;1;1;08.02.2017 16:28:00;10.12.2014 0:00:00;1177
